crop,season,humidity_percent,temperature_c,rainfall_mm,disease_risk,disease_occurred
Wheat,Kharif,40.9,19.1,1002.6,Low,None
Rice,Zaid,42.4,25.5,1020.7,Low,None
Tomato,Zaid,44.6,25.4,1286.7,Low,None
Tomato,Kharif,94.6,16.1,1581.1,High,Late Blight
Cotton,Rabi,82.4,17.7,1936.7,High,Bollworm
Soybean,Rabi,76.8,26.2,319.1,High,Pod Borer
Tomato,Zaid,58.4,28.4,1815.5,Low,None
Tomato,Zaid,82.4,15.9,838.6,Medium,None
Tomato,Zaid,92.3,21.4,459.7,Medium,Early Blight
Cotton,Kharif,65.1,22.8,1481.7,Medium,Whitefly
Wheat,Rabi,58.2,21.7,876.9,Low,None
Tomato,Kharif,60.0,24.7,1355.3,Medium,Early Blight
Tomato,Zaid,71.3,36.2,354.5,Low,None
Tomato,Zaid,58.3,27.7,270.9,Low,None
Soybean,Rabi,52.8,35.5,1144.3,Low,None
Potato,Zaid,51.3,36.5,1639.4,Medium,None
Wheat,Zaid,87.1,27.1,1563.6,High,Loose Smut
Cotton,Kharif,94.0,23.8,1227.9,High,Whitefly
Soybean,Rabi,70.4,16.0,1905.3,Medium,Pod Borer
Tomato,Zaid,40.3,21.7,1607.7,Low,None
Potato,Zaid,41.7,21.0,1794.1,Medium,Late Blight
Rice,Rabi,92.1,25.3,1562.9,High,Bacterial Leaf Blight
Tomato,Kharif,62.4,35.6,436.0,Low,None
Rice,Rabi,90.2,26.4,1044.1,High,Blast
Cotton,Zaid,81.8,20.9,1443.0,Medium,Whitefly
Soybean,Rabi,55.9,27.5,215.1,Low,None
Wheat,Zaid,66.3,19.5,1119.9,Medium,Loose Smut
Potato,Kharif,50.9,18.1,334.2,Low,None
Soybean,Rabi,92.5,32.9,1201.7,Medium,Rust
Rice,Zaid,56.8,18.6,1649.5,Low,None
Potato,Rabi,42.7,35.7,806.9,Low,None
Cotton,Rabi,44.9,16.6,742.2,Low,None
Rice,Rabi,82.5,33.3,1346.5,Medium,Blast
Tomato,Zaid,88.1,35.3,350.2,Medium,Early Blight
Cotton,Rabi,63.1,20.0,940.7,Medium,Bacterial Blight
Wheat,Zaid,73.0,27.0,1970.5,High,Loose Smut
Tomato,Rabi,58.9,19.3,260.8,Low,None
Wheat,Zaid,47.4,21.7,1786.1,Medium,None
Potato,Kharif,89.9,31.6,1000.5,Medium,Early Blight
Rice,Zaid,90.5,19.0,1055.6,Medium,Brown Spot
Tomato,Kharif,48.4,19.5,744.7,Low,None
Wheat,Rabi,52.2,28.3,1599.2,Low,None
Potato,Kharif,93.2,28.2,1827.8,High,Late Blight
Soybean,Zaid,78.0,37.1,326.4,Medium,Rust
Cotton,Zaid,83.1,33.5,1764.4,High,Whitefly
Cotton,Zaid,79.7,30.6,1440.0,Medium,None
Wheat,Rabi,80.7,18.0,1332.1,High,Powdery Mildew
Wheat,Zaid,92.2,30.5,213.9,Low,None
Wheat,Rabi,74.7,30.5,647.0,Low,None
Wheat,Zaid,65.0,22.2,1935.2,Medium,None
Potato,Rabi,51.1,15.8,1360.7,Low,None
Cotton,Zaid,77.8,37.0,1970.8,High,Whitefly
Soybean,Rabi,94.5,30.2,225.0,Medium,Yellow Mosaic
Rice,Rabi,93.4,27.7,968.1,High,Brown Spot
Wheat,Zaid,80.5,31.4,1134.9,Medium,None
Cotton,Kharif,50.9,24.4,1844.6,Medium,Whitefly
Rice,Rabi,83.0,29.9,1237.0,High,Brown Spot
Tomato,Zaid,69.5,21.8,1017.0,Medium,Late Blight
Soybean,Zaid,47.7,24.1,819.4,Low,None
Tomato,Kharif,44.9,16.2,341.7,Low,None
Wheat,Kharif,74.6,21.5,626.3,Low,None
Wheat,Zaid,63.4,26.1,1301.8,Medium,Rust
Potato,Rabi,85.4,29.5,1279.5,High,Early Blight
Rice,Rabi,84.2,32.9,1853.9,High,Blast
Tomato,Zaid,87.5,25.4,862.2,High,Late Blight
Wheat,Zaid,74.3,22.2,1166.9,Medium,Rust
Wheat,Zaid,42.8,36.2,938.3,Low,None
Wheat,Zaid,57.1,19.5,1826.9,Low,None
Soybean,Kharif,93.4,24.6,539.1,High,Pod Borer
Rice,Zaid,87.4,20.8,1677.5,High,Brown Spot
Cotton,Kharif,45.4,35.2,287.9,Low,None
Potato,Rabi,82.6,25.2,521.1,High,Late Blight
Soybean,Zaid,70.1,28.0,1377.0,High,Pod Borer
Rice,Rabi,79.1,20.8,1147.0,Medium,Blast
Rice,Rabi,65.6,30.4,202.5,Low,None
Soybean,Kharif,55.0,29.0,406.7,Low,None
Rice,Rabi,82.9,28.4,1154.5,High,Blast
Tomato,Rabi,77.5,26.6,1578.9,High,Late Blight
Wheat,Zaid,72.5,23.5,1834.9,High,Powdery Mildew
Rice,Kharif,58.8,26.3,932.6,Low,None
Tomato,Zaid,78.6,17.2,1773.9,High,Fruit Borer
Wheat,Kharif,87.6,21.9,995.4,High,Powdery Mildew
Cotton,Rabi,53.4,18.9,1693.2,Low,None
Tomato,Kharif,66.8,15.4,1499.7,Medium,Fruit Borer
Rice,Zaid,50.0,34.3,1078.5,Low,None
Cotton,Kharif,50.8,20.3,540.0,Low,None
Tomato,Rabi,68.0,23.1,427.7,Low,None
Soybean,Zaid,47.3,30.5,392.9,Low,None
Tomato,Kharif,58.5,35.3,927.3,Low,None
Potato,Kharif,49.7,35.1,1130.9,Low,None
Potato,Rabi,46.9,27.8,1466.6,Low,None
Soybean,Rabi,88.6,19.1,1868.0,Medium,Rust
Tomato,Kharif,68.7,36.8,979.2,Medium,Fruit Borer
Soybean,Zaid,80.1,33.8,1113.4,Medium,Rust
Potato,Rabi,54.3,24.4,1421.4,Medium,None
Tomato,Rabi,83.1,18.0,1827.4,Medium,None
Wheat,Zaid,63.8,30.8,1621.6,Medium,Powdery Mildew
Wheat,Zaid,71.6,34.3,1845.7,Medium,None
Soybean,Zaid,50.4,32.7,1181.8,Low,None
Wheat,Rabi,90.2,16.8,876.5,Medium,Powdery Mildew
Soybean,Kharif,79.3,20.0,562.7,Medium,Pod Borer
Wheat,Rabi,42.5,22.4,1714.7,Medium,Rust
Rice,Zaid,68.5,19.9,1582.6,Medium,Brown Spot
Soybean,Rabi,93.5,32.9,1586.3,High,Pod Borer
Wheat,Rabi,93.0,26.7,1810.1,High,Powdery Mildew
Cotton,Kharif,94.8,16.4,878.1,High,Bollworm
Wheat,Zaid,52.1,25.6,461.2,Low,None
Tomato,Rabi,85.9,26.6,691.5,Medium,Fruit Borer
Cotton,Zaid,48.6,24.4,944.1,Low,None
Tomato,Zaid,44.8,23.9,1173.4,Low,None
Rice,Kharif,51.3,19.7,1135.2,Low,None
Tomato,Zaid,79.3,27.9,979.2,High,Early Blight
Soybean,Kharif,49.4,26.4,1965.5,Medium,None
Tomato,Rabi,47.9,31.7,366.4,Low,None
Cotton,Kharif,40.9,24.6,1641.0,Medium,None
Tomato,Kharif,45.9,37.8,1882.5,Medium,Late Blight
Wheat,Zaid,82.9,29.1,1911.3,High,Powdery Mildew
Tomato,Kharif,49.8,30.1,1333.5,Medium,Fruit Borer
Rice,Rabi,41.4,36.9,1800.4,Low,None
Potato,Rabi,67.9,36.5,1418.9,Medium,Early Blight
Soybean,Kharif,74.3,34.4,516.0,Low,None
Tomato,Rabi,69.1,28.5,1002.3,Low,None
Rice,Zaid,90.4,33.4,1289.0,Medium,Bacterial Leaf Blight
Wheat,Kharif,56.6,28.8,1164.5,Low,None
Soybean,Rabi,77.2,30.1,1603.6,High,Yellow Mosaic
Rice,Zaid,56.9,16.0,1773.2,Low,None
Tomato,Rabi,61.1,15.3,867.8,Medium,Fruit Borer
Wheat,Rabi,71.4,27.5,921.2,Medium,Rust
Potato,Zaid,63.8,23.1,998.1,Low,None
Potato,Rabi,60.6,23.8,1433.1,Medium,Late Blight
Wheat,Kharif,47.5,31.5,1475.3,Medium,Powdery Mildew
Tomato,Kharif,43.8,26.6,1247.1,Medium,Late Blight
Rice,Rabi,88.7,20.2,899.9,Medium,Brown Spot
Wheat,Rabi,68.3,29.3,464.8,Low,None
Tomato,Kharif,74.0,28.5,1316.9,High,Fruit Borer
Cotton,Zaid,75.9,30.0,1271.6,High,Bacterial Blight
Rice,Rabi,91.7,26.5,1566.3,High,Blast
Tomato,Kharif,40.9,24.5,1441.9,Medium,None
Rice,Kharif,63.0,25.4,1145.2,Medium,Brown Spot
Wheat,Kharif,46.0,20.8,1800.0,Medium,Rust
Potato,Kharif,94.9,29.4,827.5,High,Late Blight
Potato,Kharif,93.2,17.1,396.7,Medium,Late Blight
Wheat,Zaid,58.3,35.6,240.3,Low,None
Rice,Rabi,45.2,15.9,690.5,Low,None
Tomato,Rabi,51.5,23.4,343.2,Low,None
Cotton,Kharif,92.0,34.0,1106.5,Medium,Bacterial Blight
Tomato,Rabi,71.0,31.7,857.1,Medium,Late Blight
Cotton,Kharif,55.0,18.2,1905.0,Medium,Bacterial Blight
Wheat,Kharif,78.7,30.9,289.3,Medium,None
Tomato,Zaid,67.8,37.2,1750.5,Medium,Early Blight
Rice,Zaid,59.0,31.2,507.6,Low,None
Potato,Kharif,60.2,31.3,1252.4,Medium,None
Wheat,Rabi,94.4,33.1,1862.2,Medium,Rust
Soybean,Zaid,83.5,23.5,987.0,High,Yellow Mosaic
Potato,Zaid,59.7,32.0,1438.7,Medium,Early Blight
Cotton,Zaid,47.0,15.6,450.3,Low,None
Wheat,Zaid,84.5,36.8,1764.7,High,Loose Smut
Wheat,Rabi,49.1,37.3,1321.4,Medium,None
Rice,Kharif,59.7,34.2,1407.5,Medium,Blast
Soybean,Zaid,76.6,21.0,1132.8,Medium,Pod Borer
Wheat,Kharif,43.6,28.6,1005.5,Medium,Rust
Rice,Rabi,45.7,24.8,1953.0,Medium,Bacterial Leaf Blight
Wheat,Zaid,53.6,19.6,1175.9,Low,None
Wheat,Kharif,68.7,27.8,759.7,Low,None
Wheat,Rabi,60.9,34.9,1179.3,Low,None
Rice,Zaid,60.3,34.5,289.1,Low,None
Tomato,Rabi,72.0,20.9,1275.5,Medium,Early Blight
Rice,Zaid,91.4,18.2,251.9,Medium,Blast
Potato,Zaid,59.2,17.9,479.3,Low,None
Potato,Zaid,69.8,36.5,431.1,Low,None
Soybean,Zaid,54.3,17.4,1449.5,Low,None
Potato,Zaid,82.3,30.5,443.7,Medium,Early Blight
Tomato,Zaid,51.0,33.4,1330.9,Low,None
Cotton,Zaid,78.3,19.1,1773.5,Medium,Bacterial Blight
Tomato,Kharif,91.5,28.3,793.3,High,Fruit Borer
Tomato,Kharif,65.4,29.9,546.2,Medium,Early Blight
Soybean,Rabi,60.1,37.9,1779.3,Medium,Rust
Cotton,Zaid,42.4,30.8,599.0,Low,None
Tomato,Zaid,48.7,18.6,1436.1,Low,None
Tomato,Zaid,68.1,21.2,877.0,Medium,Early Blight
Rice,Zaid,41.0,28.4,492.6,Low,None
Rice,Kharif,40.3,32.1,738.5,Low,None
Cotton,Kharif,83.9,37.3,322.9,Medium,Whitefly
Rice,Rabi,64.7,30.3,1265.3,Medium,Blast
Cotton,Rabi,70.0,24.7,334.0,Low,None
Rice,Rabi,67.4,17.4,326.2,Low,None
Cotton,Rabi,83.8,27.5,303.3,High,Whitefly
Tomato,Kharif,77.5,18.9,1794.8,High,Late Blight
Wheat,Zaid,59.6,35.5,1454.7,Low,None
Rice,Rabi,43.7,26.7,1052.0,Low,None
Soybean,Kharif,51.0,34.1,318.6,Low,None
Potato,Kharif,63.0,30.6,609.5,Medium,Early Blight
Wheat,Kharif,40.3,32.3,976.8,Medium,Powdery Mildew
Tomato,Zaid,61.7,25.6,1031.0,Low,None
Potato,Zaid,48.9,23.7,1721.3,Low,None
Soybean,Rabi,51.0,16.6,895.2,Low,None
Cotton,Kharif,51.1,22.1,1493.6,Medium,Whitefly
Soybean,Kharif,88.4,24.4,210.9,High,Yellow Mosaic
Soybean,Zaid,70.4,26.5,1893.3,High,Rust
Cotton,Zaid,84.7,21.5,1565.7,High,Whitefly
Rice,Zaid,88.0,18.0,1676.0,High,Brown Spot
Potato,Zaid,86.4,36.8,1729.3,High,Early Blight
Rice,Kharif,50.8,19.2,297.3,Low,None
Rice,Kharif,91.6,28.2,1361.3,High,Bacterial Leaf Blight
Wheat,Zaid,55.9,19.9,720.4,Low,None
Potato,Rabi,83.0,28.1,479.7,Medium,Late Blight
Potato,Kharif,93.0,24.4,1635.4,High,Early Blight
Soybean,Zaid,65.4,20.7,831.0,Low,None
Rice,Zaid,70.0,15.6,232.3,Low,None
Rice,Kharif,75.3,24.6,1547.6,High,Brown Spot
Soybean,Rabi,63.6,15.5,1763.8,Medium,Rust
Soybean,Rabi,42.2,33.7,1206.6,Low,None
Potato,Rabi,66.4,25.7,1983.9,Medium,Late Blight
Potato,Zaid,92.7,37.7,445.4,Medium,Late Blight
Cotton,Kharif,50.7,21.5,380.1,Low,None
Tomato,Rabi,79.5,28.0,263.3,Medium,Fruit Borer
Tomato,Zaid,41.3,24.5,1416.1,Medium,Early Blight
Wheat,Rabi,43.1,31.6,1326.1,Medium,Rust
Cotton,Kharif,45.4,18.0,1031.4,Low,None
Soybean,Zaid,60.1,37.3,455.6,Low,None
Tomato,Kharif,89.9,28.3,1413.2,High,Early Blight
Cotton,Rabi,41.3,18.6,1409.8,Medium,Bollworm
Rice,Rabi,86.9,22.0,1799.2,High,Blast
Soybean,Zaid,47.9,18.1,1027.9,Low,None
Tomato,Rabi,90.7,20.1,1497.0,Medium,Early Blight
Tomato,Zaid,58.6,27.0,1653.1,Low,None
Tomato,Rabi,88.6,20.7,1058.8,Medium,Early Blight
Tomato,Kharif,53.6,27.3,317.9,Low,None
Cotton,Kharif,45.8,23.0,817.5,Low,None
Wheat,Zaid,75.5,22.2,1690.1,High,Loose Smut
Tomato,Rabi,90.8,22.3,1223.1,High,Early Blight
Cotton,Rabi,40.8,29.1,683.3,Low,None
Soybean,Rabi,59.6,25.3,940.0,Low,None
Cotton,Rabi,64.9,18.3,1324.2,Medium,Bacterial Blight
Cotton,Rabi,66.3,32.6,869.4,Medium,Bollworm
Cotton,Rabi,94.6,31.5,1012.7,Medium,None
Cotton,Kharif,63.4,24.2,1199.1,Medium,None
Tomato,Kharif,81.7,33.3,247.8,Medium,Early Blight
Wheat,Rabi,59.8,35.8,1525.6,Low,None
Wheat,Rabi,80.5,33.6,841.0,Medium,None
Wheat,Kharif,80.9,16.0,612.4,Medium,Powdery Mildew
Rice,Rabi,55.5,16.2,632.4,Low,None
Cotton,Rabi,87.7,22.3,463.5,Medium,None
Wheat,Kharif,57.3,20.6,1999.2,Medium,Loose Smut
Cotton,Zaid,93.3,21.2,1743.3,High,Bollworm
Rice,Rabi,42.9,35.7,1080.8,Low,None
Rice,Kharif,69.8,19.8,838.8,Medium,Blast
Soybean,Zaid,89.7,28.8,1499.2,High,Rust
Rice,Rabi,41.2,17.2,592.9,Low,None
Wheat,Zaid,42.0,16.1,546.2,Low,None
Soybean,Rabi,63.8,25.0,681.8,Low,None
Cotton,Rabi,94.9,20.2,1952.8,High,Whitefly
Potato,Kharif,60.4,28.9,828.1,Medium,Early Blight
Soybean,Zaid,79.1,30.1,1412.3,High,Yellow Mosaic
Potato,Zaid,65.9,24.6,1817.3,Medium,Early Blight
Cotton,Kharif,89.6,18.7,1596.6,High,Whitefly
Tomato,Kharif,60.9,19.5,769.2,Medium,Early Blight
Rice,Zaid,55.1,32.7,1188.3,Low,None
Cotton,Zaid,70.8,38.0,1071.6,Medium,Bacterial Blight
Cotton,Kharif,43.8,37.4,349.3,Low,None
Soybean,Zaid,63.6,16.4,1704.0,Medium,Pod Borer
Wheat,Rabi,53.6,24.8,1737.3,Low,None
Wheat,Rabi,53.5,27.5,828.7,Low,None
Wheat,Rabi,69.7,19.1,634.4,Low,None
Soybean,Rabi,64.6,17.4,1015.8,Low,None
Cotton,Kharif,67.6,25.3,1613.2,High,Bollworm
Potato,Rabi,60.0,15.9,269.5,Low,None
Potato,Kharif,51.0,20.5,468.6,Low,None
Cotton,Rabi,94.0,21.0,289.0,Medium,Whitefly
Rice,Zaid,90.6,18.3,437.8,Low,None
Soybean,Kharif,80.2,29.7,344.5,High,Pod Borer
Rice,Zaid,53.4,22.4,1993.9,Medium,Brown Spot
Cotton,Kharif,65.4,28.9,298.8,Medium,Bacterial Blight
Potato,Rabi,83.9,25.9,1849.3,High,Early Blight
Potato,Rabi,91.0,34.8,325.0,Medium,Late Blight
Rice,Rabi,89.2,18.1,1083.4,Medium,Brown Spot
Cotton,Kharif,51.5,34.6,1196.3,Low,None
Cotton,Zaid,88.0,28.7,208.1,High,Bacterial Blight
Soybean,Zaid,94.2,17.5,1401.7,High,Pod Borer
Rice,Kharif,67.1,31.1,1592.1,High,Bacterial Leaf Blight
Wheat,Kharif,61.8,22.1,256.6,Medium,Powdery Mildew
Tomato,Kharif,87.1,31.3,1346.2,High,Fruit Borer
Soybean,Zaid,95.0,15.3,1938.4,High,Pod Borer
Tomato,Zaid,86.3,27.4,1252.5,High,Early Blight
Wheat,Kharif,50.1,37.2,770.2,Low,None
Tomato,Kharif,54.6,37.4,263.5,Low,None
Tomato,Kharif,63.1,32.7,1221.7,Medium,Fruit Borer
Tomato,Kharif,44.0,32.6,1452.6,Medium,Early Blight
Potato,Zaid,67.1,30.5,1268.6,Medium,Late Blight
Tomato,Zaid,81.2,33.0,1803.9,High,Early Blight
Rice,Rabi,71.2,18.1,1531.0,Medium,Brown Spot
Tomato,Zaid,61.6,35.0,476.3,Low,None
Potato,Kharif,66.2,28.9,1740.3,Medium,Early Blight
Cotton,Rabi,76.4,36.3,876.0,Medium,Bacterial Blight
Cotton,Zaid,55.4,31.6,1803.0,Medium,Bacterial Blight
Tomato,Rabi,43.5,17.9,1784.1,Medium,Fruit Borer
Rice,Kharif,46.6,18.0,1247.8,Medium,Brown Spot
Rice,Rabi,81.0,16.8,605.2,Medium,Blast
Rice,Zaid,66.4,22.3,306.2,Low,None
Soybean,Zaid,72.8,37.2,1574.1,Medium,Pod Borer
Tomato,Kharif,40.9,16.1,893.4,Low,None
Potato,Rabi,88.6,18.5,1138.8,Medium,Early Blight
Rice,Kharif,83.1,22.4,1690.2,High,Brown Spot
Soybean,Rabi,74.7,18.2,1342.7,Medium,None
Tomato,Zaid,75.9,17.7,405.9,Medium,Early Blight
Potato,Rabi,76.8,27.7,1598.2,High,Late Blight
Potato,Kharif,47.4,32.8,1757.3,Medium,Early Blight
Potato,Zaid,84.8,30.7,900.9,Medium,None
Potato,Rabi,62.8,33.5,692.1,Low,None
Soybean,Zaid,76.9,20.1,338.4,Medium,None
Soybean,Rabi,80.8,18.5,1552.4,High,Yellow Mosaic
Rice,Zaid,79.7,21.3,652.4,Low,None
Wheat,Rabi,55.7,31.9,1229.6,Medium,None
Cotton,Kharif,67.1,17.6,647.7,Low,None
Rice,Rabi,70.1,25.6,503.4,Medium,Blast
Tomato,Kharif,77.8,16.9,1632.4,High,Early Blight
Tomato,Kharif,50.0,24.9,586.3,Low,None
Wheat,Kharif,53.7,34.3,1014.2,Low,None
Wheat,Kharif,81.5,26.8,350.4,High,Loose Smut
Wheat,Kharif,75.0,28.9,1241.6,High,Rust
Potato,Kharif,66.5,31.8,763.0,Low,None
Cotton,Rabi,90.5,19.8,608.3,Medium,None
Tomato,Rabi,73.7,28.1,1642.9,High,Fruit Borer
Rice,Kharif,92.4,23.0,1063.7,High,Blast
Potato,Zaid,83.8,37.7,459.0,Medium,None
Tomato,Kharif,80.3,15.9,1044.4,High,Fruit Borer
Tomato,Zaid,44.1,33.9,896.1,Low,None
Tomato,Rabi,86.0,26.3,1875.9,High,Late Blight
Wheat,Zaid,85.4,21.3,1642.6,High,Rust
Soybean,Zaid,68.8,23.7,757.4,Low,None
Wheat,Rabi,77.6,23.4,762.6,High,Loose Smut
Cotton,Zaid,55.3,26.2,314.0,Low,None
Tomato,Rabi,47.8,28.8,384.9,Low,None
Cotton,Rabi,41.6,21.4,1125.0,Low,None
Rice,Kharif,88.7,20.5,1480.5,High,Blast
Tomato,Kharif,86.9,16.8,559.4,Medium,Fruit Borer
Soybean,Zaid,82.0,29.0,1576.9,High,Yellow Mosaic
Soybean,Rabi,72.0,15.0,1202.0,Medium,None
Potato,Zaid,62.2,23.0,1757.9,Medium,Early Blight
Soybean,Rabi,47.0,35.6,399.0,Low,None
Rice,Kharif,65.0,32.2,1179.6,Medium,None
Tomato,Zaid,43.7,19.5,1402.9,Low,None
Soybean,Rabi,90.4,27.5,455.3,Medium,None
Potato,Kharif,70.7,16.3,948.0,Medium,Early Blight
Soybean,Kharif,76.9,26.8,1025.2,High,Rust
Potato,Zaid,40.4,27.8,626.1,Low,None
Potato,Rabi,69.9,21.9,1982.7,Medium,Early Blight
Tomato,Kharif,60.8,15.6,1590.1,Medium,Fruit Borer
Soybean,Kharif,76.1,24.2,1590.0,High,Rust
Wheat,Kharif,70.3,20.5,477.4,Low,None
Tomato,Kharif,83.3,24.2,666.1,High,Early Blight
Tomato,Kharif,48.7,21.8,1041.2,Low,None
Soybean,Kharif,43.7,28.7,1235.3,Medium,Rust
Tomato,Kharif,40.5,27.2,1091.7,Medium,Late Blight
Rice,Rabi,59.0,15.6,1109.3,Low,None
Tomato,Kharif,53.9,34.5,1453.6,Medium,None
Potato,Kharif,90.5,26.3,1553.8,High,Late Blight
Rice,Zaid,77.4,20.4,1640.2,Medium,Blast
Tomato,Zaid,93.9,37.7,1273.7,Medium,Early Blight
Tomato,Kharif,72.6,20.9,1033.7,Medium,Late Blight
Soybean,Zaid,41.6,31.8,1483.8,Low,None
Potato,Zaid,78.1,29.1,997.7,High,Late Blight
Soybean,Rabi,77.7,16.3,340.3,Medium,None
Cotton,Kharif,68.0,19.6,724.4,Medium,Whitefly
Soybean,Kharif,90.5,27.4,1873.3,High,Rust
Soybean,Rabi,55.0,26.6,595.5,Low,None
Rice,Rabi,62.2,20.8,1674.2,Medium,None
Rice,Zaid,56.2,30.1,1522.7,Medium,Brown Spot
Cotton,Kharif,77.9,32.5,1233.2,High,Whitefly
Potato,Rabi,90.6,31.7,526.1,Medium,Late Blight
Tomato,Kharif,47.3,25.2,1954.0,Medium,Fruit Borer
Potato,Zaid,49.1,36.3,591.2,Low,None
Tomato,Zaid,78.0,22.2,603.4,High,Early Blight
Soybean,Zaid,91.4,31.2,814.0,Medium,Yellow Mosaic
Potato,Kharif,85.7,15.5,1883.3,High,Late Blight
Potato,Rabi,72.8,17.6,531.7,Low,None
Soybean,Kharif,41.2,26.3,1638.4,Medium,None
Soybean,Rabi,91.2,19.5,791.3,Medium,None
Rice,Kharif,56.8,15.7,1006.5,Low,None
Tomato,Rabi,71.3,29.5,729.4,Medium,Early Blight
Cotton,Kharif,76.4,33.1,506.3,Medium,None
Soybean,Kharif,69.7,30.8,491.2,Medium,Rust
Wheat,Kharif,44.7,19.9,1838.3,Medium,None
Wheat,Zaid,66.0,24.9,1813.2,Medium,Powdery Mildew
Tomato,Kharif,44.1,32.4,1757.7,Medium,Late Blight
Tomato,Zaid,56.7,24.1,614.2,Low,None
Cotton,Zaid,79.5,25.5,1892.6,High,Whitefly
Tomato,Kharif,88.5,22.8,203.2,High,Late Blight
Wheat,Rabi,91.7,23.9,1596.3,High,Rust
Tomato,Kharif,76.4,17.1,1724.5,High,Late Blight
Cotton,Kharif,83.5,21.4,807.9,High,Whitefly
Tomato,Rabi,42.0,33.9,1005.1,Low,None
Soybean,Kharif,76.7,23.7,1542.9,High,Rust
Potato,Kharif,66.6,31.1,1458.2,High,Early Blight
Soybean,Zaid,82.6,29.1,1343.8,High,Yellow Mosaic
Rice,Rabi,63.4,18.3,324.9,Low,None
Wheat,Kharif,44.1,28.0,320.4,Low,None
Tomato,Zaid,59.1,27.9,1341.1,Low,None
Soybean,Kharif,53.0,17.7,1214.5,Medium,Rust
Cotton,Rabi,75.9,24.2,1206.7,High,Whitefly
Cotton,Rabi,63.3,15.8,1168.4,Low,None
Rice,Kharif,52.2,34.0,1366.4,Medium,Bacterial Leaf Blight
Rice,Rabi,89.6,36.9,1694.8,Medium,Blast
Cotton,Zaid,89.7,19.8,1679.6,Medium,Whitefly
Rice,Kharif,87.6,19.5,1275.0,High,Blast
Wheat,Rabi,64.9,16.7,1629.0,Medium,Loose Smut
Potato,Kharif,73.0,18.6,951.0,Medium,None
Soybean,Kharif,72.1,19.2,1919.6,Medium,None
Potato,Kharif,70.1,16.3,1983.4,High,Early Blight
Rice,Rabi,92.9,28.8,1031.9,High,Bacterial Leaf Blight
Cotton,Kharif,83.8,26.4,548.8,High,Bacterial Blight
Cotton,Zaid,42.4,29.2,814.9,Low,None
Tomato,Zaid,72.8,19.0,863.0,Medium,Early Blight
Rice,Kharif,84.5,19.2,1352.0,High,Blast
Tomato,Kharif,71.8,30.0,653.5,Low,None
Potato,Zaid,43.8,26.5,331.4,Low,None
Wheat,Zaid,78.3,34.8,1455.6,High,Rust
Rice,Zaid,67.2,32.9,1690.5,Medium,Bacterial Leaf Blight
Soybean,Kharif,83.3,28.1,1154.0,High,Rust
Soybean,Kharif,64.5,19.2,1538.8,Medium,Yellow Mosaic
Rice,Rabi,68.6,22.4,1537.1,Medium,None
Wheat,Zaid,93.3,27.8,1484.3,High,Powdery Mildew
Soybean,Rabi,58.3,31.8,827.6,Low,None
Cotton,Zaid,67.8,36.1,806.0,Low,None
Rice,Kharif,57.1,36.6,1850.5,Medium,Brown Spot
Potato,Zaid,43.2,20.9,517.9,Low,None
Soybean,Zaid,62.8,30.2,699.8,Low,None
Rice,Rabi,72.7,27.6,739.0,Medium,Brown Spot
Tomato,Rabi,42.8,22.6,1878.6,Medium,Early Blight
Rice,Rabi,82.2,23.6,776.7,Medium,Blast
Potato,Rabi,85.1,23.0,1615.9,High,Late Blight
Wheat,Zaid,57.6,26.6,578.0,Low,None
Tomato,Kharif,66.7,29.2,1410.1,High,Fruit Borer
Rice,Zaid,86.3,25.1,1850.6,High,Bacterial Leaf Blight
Potato,Rabi,56.9,32.5,367.2,Low,None
Wheat,Kharif,47.5,37.0,678.2,Low,None
Soybean,Rabi,44.9,32.8,928.4,Low,None
Tomato,Zaid,61.2,33.7,629.9,Low,None
Wheat,Zaid,44.4,22.6,794.1,Low,None
Soybean,Rabi,57.8,26.9,359.9,Low,None
Tomato,Zaid,64.1,33.8,790.2,Low,None
Wheat,Rabi,80.3,20.8,1201.3,High,Loose Smut
Cotton,Zaid,93.9,37.3,716.0,Medium,Whitefly
Rice,Rabi,81.1,36.6,778.6,Medium,Bacterial Leaf Blight
Tomato,Zaid,67.7,28.8,1206.0,Medium,Late Blight
Soybean,Rabi,60.1,37.1,882.9,Low,None
Soybean,Zaid,85.5,15.7,1877.2,Medium,Rust
Soybean,Rabi,83.9,24.8,1417.7,High,Rust
Wheat,Zaid,61.8,25.1,1252.4,Medium,Powdery Mildew
Rice,Zaid,46.3,37.1,1670.7,Medium,Brown Spot
Potato,Kharif,82.3,34.5,977.2,High,Late Blight
Wheat,Rabi,79.3,21.1,1735.4,High,Rust
Rice,Kharif,83.9,17.0,450.1,Medium,Brown Spot
Wheat,Zaid,59.1,26.5,211.8,Low,None
Rice,Rabi,52.5,19.3,677.0,Low,None
Wheat,Zaid,59.9,23.8,1403.7,Medium,Rust
Rice,Rabi,87.2,18.0,1787.5,Medium,Brown Spot
Wheat,Kharif,45.2,29.8,743.0,Low,None
Wheat,Zaid,60.1,17.3,518.3,Low,None
Tomato,Kharif,48.5,35.9,320.9,Low,None
Potato,Rabi,55.4,22.3,803.1,Low,None
Cotton,Rabi,52.6,34.1,226.3,Low,None
Tomato,Kharif,68.9,23.8,964.5,Medium,Fruit Borer
Potato,Zaid,88.2,17.8,716.8,Medium,Late Blight
